5
'Soy Bean'    50	0	50	0.062	-2E-06	 10	-14	350	1000	0.06	0.5	0.5	50	1	4	0.01	0.01
'Mixed Forest' 200	0	50	0.03	-5E-07	 1.25	-16	400	5000	0.035	0.5	0.5	50	1	4	0.01	0.01
'Cotton'      50	0	50	0	-0.0001	 500	-16	450	1000	0.05	0.5	0.5	50	1	4	0.01	0.01
'Corn'	      50	0	50	0	-2E-05	 3	-16	450	1000	0.05	0.5	0.5	50	1	4	0.01	0.01
'Alfalfa'    125	0	50	0.02	-8E-05	 500	-13	50	5000	0.028	0.5	0.5	50	1	4	0.01	0.01
'C3 Grasses'  25	0	50	0	-4E-06	 20	-18	50	5000	0.04	0.5	0.5	50	1	4	0.01	0.01
