   0.9261950   0.7757287   0.3135054
   0.9145638   0.7402984   0.3125586
   0.9031963   0.7072768   0.3116947
   0.8920673   0.6764315   0.3109064
   0.8811577   0.6475613   0.3101883
   0.8704560   0.6204883   0.3095328
   0.8599511   0.5950536   0.3089375
   0.8496342   0.5711241   0.3083925
   0.8394940   0.5485764   0.3078975
   0.8295318   0.5273006   0.3074467
   0.8197368   0.5071993   0.3070363
   0.8101063   0.4881846   0.3066643
   0.8006346   0.4701788   0.3063259
   0.7913159   0.4531053   0.3060200
   0.7821504   0.4369066   0.3057429
   0.7731315   0.4215174   0.3054930
   0.7642539   0.4068869   0.3052678
   0.7555196   0.3929659   0.3050655
   0.7469217   0.3797080   0.3048837
   0.7384563   0.3670716   0.3047217
   0.7301250   0.3550194   0.3045776
   0.7219202   0.3435163   0.3044501
   0.7138426   0.3325284   0.3043384
   0.7058874   0.3220275   0.3042405
   0.6980527   0.3119839   0.3041564
   0.6903383   0.3023730   0.3040845
   0.6827375   0.2931705   0.3040239
   0.6752521   0.2843542   0.3039737
   0.6678793   0.2759025   0.3039337
   0.6606144   0.2677969   0.3039026
   0.6534562   0.2600181   0.3038802
   0.6464030   0.2525502   0.3038657
   0.6394552   0.2453762   0.3038588
   0.6326070   0.2384824   0.3038586
   0.6258594   0.2318540   0.3038648
   0.6192098   0.2254782   0.3038771
   0.6126550   0.2193421   0.3038951
   0.6061944   0.2134356   0.3039176
   0.5998271   0.2077460   0.3039459
   0.5935497   0.2022642   0.3039784
   0.5873624   0.1969797   0.3040150
   0.5812614   0.1918845   0.3040556
   0.5752490   0.1869689   0.3041000
   0.5693192   0.1822249   0.3041478
   0.5634718   0.1776456   0.3041989
   0.5577074   0.1732230   0.3042528
   0.8682676   0.7757287   0.3135054
   0.8541480   0.7402984   0.3125586
   0.8407075   0.7072768   0.3116947
   0.8278258   0.6764315   0.3109064
   0.8154196   0.6475613   0.3101883
   0.8034309   0.6204883   0.3095328
   0.7918142   0.5950536   0.3089375
   0.7805344   0.5711241   0.3083925
   0.7695596   0.5485764   0.3078975
   0.7588736   0.5273006   0.3074467
   0.7484527   0.5071993   0.3070363
   0.7382824   0.4881846   0.3066643
   0.7283477   0.4701788   0.3063259
   0.7186347   0.4531053   0.3060200
   0.7091363   0.4369066   0.3057429
   0.6998401   0.4215174   0.3054930
   0.6907358   0.4068869   0.3052678
   0.6818204   0.3929659   0.3050655
   0.6730830   0.3797080   0.3048837
   0.6645164   0.3670716   0.3047217
   0.6561185   0.3550194   0.3045776
   0.6478793   0.3435163   0.3044501
   0.6397965   0.3325284   0.3043384
   0.6318632   0.3220275   0.3042405
   0.6240754   0.3119839   0.3041564
   0.6164307   0.3023730   0.3040845
   0.6089211   0.2931705   0.3040239
   0.6015463   0.2843542   0.3039737
   0.5943022   0.2759025   0.3039337
   0.5871829   0.2677969   0.3039026
   0.5801859   0.2600181   0.3038802
   0.5733085   0.2525502   0.3038657
   0.5665495   0.2453762   0.3038588
   0.5599028   0.2384824   0.3038586
   0.5533679   0.2318540   0.3038648
   0.5469418   0.2254782   0.3038771
   0.5406203   0.2193421   0.3038951
   0.5344022   0.2134356   0.3039176
   0.5282857   0.2077460   0.3039459
   0.5222671   0.2022642   0.3039784
   0.5163457   0.1969797   0.3040150
   0.5105174   0.1918845   0.3040556
   0.5047836   0.1869689   0.3041000
   0.4991384   0.1822249   0.3041478
   0.4935807   0.1776456   0.3041989
   0.4881108   0.1732230   0.3042528
   0.8548779   0.7757287   0.3135054
   0.8401833   0.7402984   0.3125586
   0.8262635   0.7072768   0.3116947
   0.8129768   0.6764315   0.3109064
   0.8002247   0.6475613   0.3101883
   0.7879384   0.6204883   0.3095328
   0.7760648   0.5950536   0.3089375
   0.7645623   0.5711241   0.3083925
   0.7533946   0.5485764   0.3078975
   0.7425414   0.5273006   0.3074467
   0.7319759   0.5071993   0.3070363
   0.7216807   0.4881846   0.3066643
   0.7116389   0.4701788   0.3063259
   0.7018348   0.4531053   0.3060200
   0.6922595   0.4369066   0.3057429
   0.6828992   0.4215174   0.3054930
   0.6737425   0.4068869   0.3052678
   0.6647851   0.3929659   0.3050655
   0.6560155   0.3797080   0.3048837
   0.6474256   0.3670716   0.3047217
   0.6390123   0.3550194   0.3045776
   0.6307651   0.3435163   0.3044501
   0.6226811   0.3325284   0.3043384
   0.6147529   0.3220275   0.3042405
   0.6069760   0.3119839   0.3041564
   0.5993474   0.3023730   0.3040845
   0.5918588   0.2931705   0.3040239
   0.5845096   0.2843542   0.3039737
   0.5772953   0.2759025   0.3039337
   0.5702096   0.2677969   0.3039026
   0.5632499   0.2600181   0.3038802
   0.5564130   0.2525502   0.3038657
   0.5496978   0.2453762   0.3038588
   0.5430976   0.2384824   0.3038586
   0.5366119   0.2318540   0.3038648
   0.5302374   0.2254782   0.3038771
   0.5239698   0.2193421   0.3038951
   0.5178078   0.2134356   0.3039176
   0.5117493   0.2077460   0.3039459
   0.5057905   0.2022642   0.3039784
   0.4999306   0.1969797   0.3040150
